id,TimeOfStop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,PersonalInjury,ProperyDamage,Fatal,CommercialLicense,HAZMAT,CommercialVehicle,Alcohol,WorkZOne,State,VehicleType,Year,Make,Model,Color,Charge,Article,ContributedToAccident,Race,Gender,DriverCity,DriverState,DLState,ArrestType,Geolocation,Citation
3665,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,WAYNE AVE  DALE DR,38.99887333,-77.02000167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYT,MATRIX 4S,BLACK,21-204,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,,No
3666,00:00:00,MCP,Headquarters and Special Operations,IMPROPER NUMBER OF TIEDOWNS USED FOR LENGTH OF CARGO,RIDGE RD SKYLARK RD,39.23097333,-77.23683833,No,No,No,No,No,Yes,No,No,No,No,VA,05 - Light Duty Truck,2015,FORD,5FF0,WHITE,11-393.11,Maryland Rules,No,WHITE,M,RICHMOND,VA,VA,A - Marked Patrol,,No
3667,00:00:00,MCP,Headquarters and Special Operations,OPERATOR NOT RESTRAINED BY SEATBELT,NB I-270  I-370,39.1194,-77.19640833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,JEEP,GRAND CHEROKEE,BLUE,22-412.3,Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,,Yes
3668,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,E MONTGOMERY MARYLAND AVE,39.08416167,-77.15111667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,JEEP,LAREDO,GRAY,21-801,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,O - Foot Patrol,,No
3669,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF DR. TO SLOW TO REASONABLE  PRUDENT SPEED WHILE PASSING STOPPED EMERG. VEH.,ROCKVILLE PIKE RDCEDAR LN,NA,NA,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2006,JEEP,LIBERTY,GOLD,21-405,Transportation Article,No,WHITE,M,CHEVY CHASE,MD,NY,B - Unmarked Patrol,,Yes
3671,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,SHADY GROVE ROADWEST MONTGOMERY AVENUE,39.10322333,-77.18992667,No,No,No,No,No,No,No,No,No,No,MD,08 - Recreational Vehicle,2011,CADILLAC,SRX,SILVER,13-409,Transportation Article,No,WHITE,F,N POTOMAC,MD,MD,A - Marked Patrol,,No
3672,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,ROLLINS AVE  ROCKVILLE PIKE,39.05793667,-77.12067,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,MERZ,C240 4D,SILVER,21-202,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,,No
3674,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,GARLAND AVENUE  DOMER AVENUE,38.99702167,-76.99962167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995,NISSAN,PATHFINDER,RED,21-707,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,B - Unmarked Patrol,,Yes
3675,00:00:00,MCP,Headquarters and Special Operations,PARKING WHERE PROHIBITED BY OFFICIAL SIGNS,8710 BARRON ST,-76.99725333,38.998705,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,JEEP,4X4,BLACK,21-1003,Transportation Article,No,WHITE,M,LAUREL,MD,MD,A - Marked Patrol,,Yes
3676,00:00:00,MCP,Headquarters and Special Operations,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,I-270 SB  I-370,39.12158333,-77.198395,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,CHEV,4S,SILVER,21-901.1,Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,,No
3678,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO NOTIFY ADM. OF ADDRESS CHANGE WITHIN 30 DAYS,FREDERICK RD  AT MILESTONE MANOR LA,39.20876167,-77.24801167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,JEEP,TK,BEIGE,13-414,Transportation Article,No,BLACK,F,DAMASCUS,MD,MD,A - Marked Patrol,,No
3680,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT INTERSECTION HWY. STOP SIGN AND YIELD RIGHT-OF-WAY,RANDOLPH ROAD  BUSHEY DRIVE,39.06337833,-77.05019833,No,No,No,No,Yes,No,No,No,No,No,MD,02 - Automobile,2005,FORD,F-150,RED,21-403,Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
3681,00:00:00,MCP,Headquarters and Special Operations,TAILLIGHTS ,GREAT SENECA HWY  MUDDY BRANCH RD,39.10994833,-77.21656333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,BUIC,4S,BEIGE,56*,,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
3682,00:00:00,MCP,Headquarters and Special Operations,DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,I495  CONNECTICUT AVENUE,39.00619833,-77.07250167,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2014,TOYOTA,CAROLLA,GRAY,21-310,Transportation Article,No,BLACK,M,FREDERICK,MD,MD,B - Unmarked Patrol,,No
3683,00:00:00,MCP,Headquarters and Special Operations,UNSAFE BACKING OF MOTOR VEH.,ASPEN HILL RD  ADRIAN ST,39.07458167,-77.09435,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,HYUNDAI,SANTA FE,WHITE,21-1102,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,,Yes
3685,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO STOP WHEN ENTERING HIGHWAY,15535 NEW HAMPSHIRE AVE,39.11192667,-76.99508667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995,TOYOTA,4RUNNER,GREEN,21-404,Transportation Article,No,HISPANIC,M,BELTSVILLE,MD,MD,A - Marked Patrol,,No
3686,00:00:00,MCP,Headquarters and Special Operations,WILLFULLY DRIVING MOTOR VEH. AT SLOW SPEED IMPEDING NORMAL AND REASONABLE TRAFFIC MOVEMENT,NB 29  NEW HAMPSHIRE AVE,39.04371333,-76.99050333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYT,SIENNA VAN,MAROON,21-804,Transportation Article,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
3688,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,BROADBIRCH AT BOURNFIELD,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYT,4S-CAMRY,GRAY,21-707,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
3689,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,GEORGIA AND BLUERIDGE,39.04491167,-77.05201,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,FORD,F150,BLUE,16-303,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
3690,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106 26-204 26-206 27-103,PINEY BRANCH RD  SLIGO CREEK PKW,38.995215,-77.00697,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHEVROLET,IMPALA 4D,GOLD,16-303,Transportation Article,No,WHITE,M,BRENTWOOD,MD,MD,A - Marked Patrol,,No
3691,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED 70 MPH IN A POSTED 55 MPH ZONE,495 SOUTH CONNECTICUT AVE,39.010925,-77.09086167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,HYUN,2S,BLACK,21-801.1,Transportation Article,No,HISPANIC,M,BOWIE,MD,MD,A - Marked Patrol,,Yes
3692,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,MUNCASTER MILL RD  MD 200,39.12779333,-77.11660333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,KIA,CADENZA,GRAY,21-201,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,,No
3693,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,NEW HAMPSHIRE AVE  GOOD HOPE RD,39.03952,-77.06836167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,BUIC,4S,TAN,21-201,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,,No
3694,00:00:00,MCP,Headquarters and Special Operations,EMERGENCY BRAKING SYSTEM NOT OPERATING PROPERLY,SHADY GROVE RDMONT CO TRANSFER CNTR,39.12208333,-77.172335,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2007,CHEV,VAN,WHITE,11-393.43,Maryland Rules,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,,No
3695,00:00:00,MCP,Headquarters and Special Operations,WINDOW TINT,RAMP FROM IL 495 TO CONNECTICUT AVE,39.00662333,-77.07567333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,HONDA,CIVIC,BLUE DARK,61,,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,,No
3696,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,BOWIE MILL RD  WILLOW KNOLL RD,-77.12220667,39.1391,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,MERCEDES,GLK350,BLACK,13-409,Transportation Article,No,WHITE,M,DERWOOD,MD,MD,A - Marked Patrol,,No
3698,00:00:00,MCP,Headquarters and Special Operations,IMPROPER NUMBER OF TIEDOWNS USED FOR LENGTH OF CARGO,WOODFIELD RD  LINDBERGH,39.16441833,-77.15763833,No,No,No,No,No,Yes,No,No,No,No,MD,06 - Heavy Duty Truck,2004,INTE,TK,WHITE,11-393.11,Maryland Rules,No,WHITE,M,MARTINSBURG,WV,WV,A - Marked Patrol,,Yes
3699,00:00:00,MCP,Headquarters and Special Operations,OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,RAMP FROM IL 495 TO CONNECTICUT AVE,39.00662333,-77.07567333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,HONDA,CIVIC,BLUE DARK,22-406,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
3700,00:00:00,MCP,Headquarters and Special Operations,WHEELS  LUGS,SHADY GROVE RDMONT CO TRANSFER CNTR,39.12194833,-77.17250333,No,No,No,No,No,Yes,No,No,No,No,MD,06 - Heavy Duty Truck,1989,FORD,L8000 TRASH TK,WHITE,72,,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,,No
3702,00:00:00,MCP,Headquarters and Special Operations,DRIVING WHILE IMPAIRED BY ALCOHOL,SB COLUMBIA PIKE  BRIGGS CHANEY RD,39.04545667,-76.99113,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,BUICK,CENTURY,TAN,21-902,Transportation Article,No,WHITE,M,BURTONSVILLE,MD,MD,A - Marked Patrol,,Yes
3704,00:00:00,MCP,Headquarters and Special Operations,DRIVER READING A ELECTRONIC MSG. WHILE OPER. VEH. IN TRAVEL PORTION OF HWY,MD28 WB  SHADY GROVE RD,39.10413667,-77.191825,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2006,TOYT,RAV4,BLACK,21-1124.1,Transportation Article,No,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,,No
3705,00:00:00,MCP,Headquarters and Special Operations,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,WASHINGTON BLVD  SAM EIGH HWY,39.11361167,-77.23563333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,FORD,RAPTOR,BLACK,21-901.1,Transportation Article,No,ASIAN,M,FREDERICK,MD,MD,A - Marked Patrol,,Yes
3706,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,EB UNIVERSITY BLVD E  E MELBORNE AVE,39.00302833,-76.99614,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,HONDA,PILOT SUV,WHITE,13-409,Transportation Article,No,BLACK,F,ROCKVILLE,MD,MD,A - Marked Patrol,,Yes
3707,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,ROCKVILLE PIKE AT MONTROSE RD,39.05122667,-77.11581667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,CHEVY,CRUZ,SILVER,13-411,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,B - Unmarked Patrol,,No
3708,00:00:00,MCP,Headquarters and Special Operations,DRIVING WHILE IMPAIRED BY ALCOHOL,1093 ROCKVILLE PIKE ROCKVILLE MD,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,FORD,TK,WHITE,21-902,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,,Yes
3709,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO STOP WHEN ENTERING HIGHWAY,REDLAND  MILL RUN,39.1447,-77.14471167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,TOYOTA,COROLLA,GRAY,21-404,Transportation Article,No,OTHER,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
3711,00:00:00,MCP,Headquarters and Special Operations,PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,GEORGIA  COLESVILLE,38.99490667,-77.029265,No,No,No,No,No,Yes,No,No,No,No,XX,29 - Unknown,NA,NONE,NONE,NA,21-503,Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,C - Marked VASCAR,,Yes
3715,00:00:00,MCP,Headquarters and Special Operations,DRIVING MOTOR VEHICLE WHEN NOT QUALIFIED TO DO SO,SHADY GROVE RDMONT CO TRANSFER CNTR,39.12202833,-77.17243,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2008,FORD,F550,WHITE,11-391.11,Maryland Rules,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,,No
3717,00:00:00,MCP,Headquarters and Special Operations,MOTOR VEH MFR. AFTER JUNE 1 1971 WO ADEQUATE TAIL LAMPS,VEIRS MILL RD  NEWPORT MILL RD,39.04495667,-77.06480167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYT,TACOMA,GOLD,22-204,Transportation Article,No,WHITE,M,WHEATON,MD,MD,A - Marked Patrol,,No
3718,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,MUDDY BRANCH RD SUFFIELD DRIVE,39.112495,-77.21691833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,FORD,ESCAPE,BLACK,21-502,Transportation Article,No,WHITE,F,N POTOMAC,MD,MD,O - Foot Patrol,,Yes
3719,00:00:00,MCP,Headquarters and Special Operations,FAIL TO DISPLAY REG. CARD ON DEMAND,VEIRS RD  GLENN MILL RD,39.082415,-77.19887333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1989,IZU,TROOPER,BEIGE,13-409,Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,B - Unmarked Patrol,,No
3720,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,1301 UNIVERSITY BLVD EAST,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,FORD,SW,SILVER,21-902,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,,Yes
3721,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,E JEFFERSON ST  MONTROSE RD,-77.12859667,39.06267833,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2011,AUDI,A6,BLUE,21-707,Transportation Article,No,WHITE,M,FAIRFAX,VA,VA,A - Marked Patrol,,Yes
3722,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED 49 MPH IN A POSTED 40 MPH ZONE,DARNESTOWN ROAD  ALDERWOOD DRIVE,39.10266167,-77.22114167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYOTA,SIENNA,TAN,21-801.1,Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,R - Unmarked Laser,,Yes
3723,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO STOP WHEN ENTERING HIGHWAY,WASHINGTON BLVD  SAM EIGH HWY,39.11361167,-77.23563333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,FORD,RAPTOR,BLACK,21-404,Transportation Article,No,ASIAN,M,FREDERICK,MD,MD,A - Marked Patrol,,Yes
3724,00:00:00,MCP,Headquarters and Special Operations,EMERGENCY BRAKING SYSTEM NOT OPERATING PROPERLY,AIRPARK RD AT MUNCASTER MILL RD,39.150385,-77.14505833,No,No,No,No,No,No,No,No,No,No,MD,25 - Utility Trailer,2005,HYDR,TRAILER,BLACK,11-393.43,Maryland Rules,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,,No
3726,00:00:00,MCP,Headquarters and Special Operations,WINDOW TINT,118  AIRCRAFT,39.182535,-77.25937,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,MERZ,C300 4D,WHITE,61,,No,ASIAN,F,GERMANTOWN,MD,MD,A - Marked Patrol,,No
3727,00:00:00,MCP,Headquarters and Special Operations,HEADLIGHTS ,WOODFIELD RD  LINDBERGH,39.16403,-77.15653667,No,No,No,No,No,Yes,No,No,No,No,MD,06 - Heavy Duty Truck,1997,PETERBUILT,DUMP,MULTICOLOR,55*,,No,WHITE,M,DAMASCUS,MD,MD,A - Marked Patrol,,No
3728,00:00:00,MCP,Headquarters and Special Operations,VEHICLE BRAKE SYSTEM,CLOPPER RD  GERMANTOWN RD,39.16357667,-77.28438167,No,No,No,No,No,Yes,No,No,No,No,MD,07 - TruckRoad Tractor,1997,FORD,F350,WHITE,50,,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
3729,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED 71 MPH IN A POSTED 55 MPH ZONE,NB GREAT SENECA HWY  MATENY ROAD,39.14380167,-77.27337,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,NISS,MAXIMA,BLACK,21-801.1,Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,B - Unmarked Patrol,,Yes
3730,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.,KENTLANDS SC  LOWES,39.12328667,-77.23597833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,VOLV,S40 4S,RED,13-410,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,,No
3731,00:00:00,MCP,Headquarters and Special Operations,DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,RANDOLPH RD  LOCKSLEY LA,-77.05111,39.059595,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CHEV,AVALANCHE TK,SILVER,21-902,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,,Yes
3734,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,VEIRS MILL RD  EDMONSTON DR,39.07869167,-77.13151167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,TOYT,TACOMA PKTK,WHITE,22-219,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,,No
3735,00:00:00,MCP,Headquarters and Special Operations,PARKING WHERE PROHIBITED BY OFFICIAL SIGNS,GILBERT PL  GILBERT ST,38.99825667,-76.99568333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,0,NISS,VERSA 4D,GOLD,21-1003,Transportation Article,No,OTHER,U,UNK,MD,MD,A - Marked Patrol,,No
3736,00:00:00,MCP,Headquarters and Special Operations,"CLEARANCE 
LAMPS ",GERMANTOWN RD MIDDLEBROOK  RD,39.179365,-77.26467667,No,No,No,No,No,No,No,No,No,No,MD,25 - Utility Trailer,1982,HOMD,UTILITY,BLACK,87*,,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
3737,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WARWICK PL SB DORSET AVE,38.96747167,-77.09331,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2014,HONDA,PILOT,WHITE,21-201,Transportation Article,No,WHITE,F,CHEVY CHASE,MD,MD,O - Foot Patrol,,No
3738,00:00:00,MCP,Headquarters and Special Operations,WINDOW TINT,SCENERY DR  MIDDLEBROOK RD,39.18178833,-77.23194333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,HONDA,4DR ACCORD,WHITE,61,,No,WHITE,F,GERMANTOWN,MD,MD,O - Foot Patrol,,No
3739,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED 64 MPH IN A POSTED 55 MPH ZONE,OL 495 AT RIVER RD,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,BMW,XSEDAN,BLACK,21-801.1,Transportation Article,No,BLACK,M,WINDSOR MILL,MD,MD,A - Marked Patrol,,Yes
3742,00:00:00,MCP,Headquarters and Special Operations,FAILING TO DISPLAY PROPER VEHICLE I.D.,16010 FREDERICK ROAD,39.12199167,-77.17241167,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2000,FORD,TK,YELLOW,11-390.21,Maryland Rules,No,ASIAN,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
3744,00:00:00,MCP,Headquarters and Special Operations,AGGRESSIVE DRIVING,SB INTERSTATE 270 FROM EXIT 18 TO 15,39.19961,-77.26543667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,BMW,CP,GREEN DK,21-901.2,Transportation Article,No,HISPANIC,M,FREDERICK,MD,MD,B - Unmarked Patrol,,Yes
3745,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,8100 CONNECTICUT AVENUE SOUTH BOUND,38.987,-77.07730667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,HYUN,GENESIS,BLACK,16-112,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,B - Unmarked Patrol,,Yes
3746,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ROSEMARYHILCREST,38.97785167,-77.07858,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2013,TOYT,PRIUS,GRAY,21-201,Transportation Article,No,WHITE,M,ASHBURN,VA,VA,B - Unmarked Patrol,,No
3750,00:00:00,MCP,Headquarters and Special Operations,TIRES,16101 FREDERICK RD,39.122,-77.172385,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1996,MITS,BOX TK,WHITE,51,,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,,No
3751,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,NEW HAMPSHIRE AVE WOLF DR,39.07265333,-77.00279,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2006,BMW,X5 SUV,BLACK,13-411,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
3752,00:00:00,MCP,Headquarters and Special Operations,DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,124  QUINCE ORCHARD BLVD,39.151045,-77.225495,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,VOLK,GOLF 4D,GRAY,21-902,Transportation Article,No,BLACK,M,N POTOMAC,MD,MD,A - Marked Patrol,,Yes
3754,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,GEORGIA AVE  SPARTAN RD,39.15061667,-77.06618833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HYUNDAI,SONATO,WHITE,16-303,Transportation Article,No,WHITE,M,OLNEY,MD,MD,B - Unmarked Patrol,,Yes
3756,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED 86 MPH IN A POSTED 55 MPH ZONE,SB I-270  CLARKSBURG ROAD,39.214725,-77.27746167,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2013,DODGE,PICK-UP,GRAY,21-801.1,Transportation Article,No,HISPANIC,M,FREDERICK,MD,MD,Q - Marked Laser,,Yes
3757,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WAWICK PL SB DORSET AVE,38.96756667,-77.09334333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,HOND,CIVIC,GRAY,21-201,Transportation Article,No,WHITE,M,CHEVY CHASE,MD,MD,O - Foot Patrol,,Yes
3758,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,DARNESTOWN ROAD  RIFFLE FORD ROAD,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2004,TOYT,TK,SILVER,13-411,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,B - Unmarked Patrol,,Yes
3760,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,SB GREAT SENECA HWY  MUDDY BRANCH RD,39.10305167,-77.22058333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,MAZD,3 4D,SILVER,21-204,Transportation Article,No,BLACK,F,NORTH POTOMAC,MD,MD,A - Marked Patrol,,Yes
